"Filing Date","Document Type","Filed By","Description"
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=129396832""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Regional Energy Network","reply; on Proposed Decision"
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=132932158""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Francisco Bay Area Regional Energy Network","Reply; on Proposed Decision establishing energy efficiency savings and goals and approving 2015 programs and budgets"
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=132446019""><span style=""color:blue""><u>COMMENTS</u></span></a>","Local Government Sustainable Energy Coalition","Reply; on Proposed Decision Establishing Energy Efficiency Savings Goals and Approving 2015 Programs and Budgets."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=127294768""><span style=""color:blue""><u>COMMENTS</u></span></a>","Simple Energy","Opening comments on the Proposed Decision of ALJ Edmister establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets (late-filed authorized by ALJ Edmister per e-mail of 10/13/2014)."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119138454""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cal-Ucons, Inc","Reply comments on Proposed Decision of ALJ Edmister."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119019332""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/HOOK/CPUC","Reply comments on the (Phase I) Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=123975385""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network","Reply comments on the Phase I Proposed Decision of ALJ Edmister."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119019328""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company","Reply comments on the Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118714434""><span style=""color:blue""><u>COMMENTS</u></span></a>","Energy Producers & Users Coalition","Reply comments on the Proposed Decision in Phase I. "
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118714431""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company","Reply comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets. "
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118125253""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","Reply comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets. "
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118714424""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Energy Efficiency Industry Council","Reply comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets. "
"October 13, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119138438""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Clean Energy","Reply comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets. "
"October 10, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=116668789""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Reply comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets. "
"October 10, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118125249""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Reply comments on the Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets. "
"October 09, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119019331""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","Marin Clean Energy noticed an oral ex parte communication with Julie Fitch, Advisor to Commissioner Peterman on October 8, 2014."
"October 08, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119025693""><span style=""color:blue""><u>EXPARTE</u></span></a>","Natural Resources Defense Council","The Natural Resources Defense Council noticed an oral ex parte communication with Brian Stevens, Advisor to President Peevey on October 6, 2014."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=112006461""><span style=""color:blue""><u>COMMENTS</u></span></a>","Center for Sustainable Energy","Comments on the Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=151339931""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Francisco Bay Area Regional Energy Network","on proposed decision establishing energy efficiency savings goals, etc."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=146947471""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Regional Energy Network","Comments  of Southern California Regional Energy Network on Proposed Decision Approving 2015 Energy Efficiency  Programs and Budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119145168""><span style=""color:blue""><u>COMMENTS</u></span></a>","Local Government Sustainable Energy Coalition","Comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 programs and budgets.    "
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119138431""><span style=""color:blue""><u>COMMENTS</u></span></a>","Cal-Ucons, Inc","Comments on Proposed Decision of ALJ Edmister."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119025688""><span style=""color:blue""><u>COMMENTS</u></span></a>","San Diego Gas & Electric Company","Comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets (concludes Phase I of R.13-11-005). "
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118714396""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Gas Company","Comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets (concludes Phase I of R.13-11-005). "
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119025672""><span style=""color:blue""><u>COMMENTS</u></span></a>","Pacific Gas and Electric Company","Opening comments on the Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=118125210""><span style=""color:blue""><u>COMMENTS</u></span></a>","Southern California Edison Company","Opening comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119019288""><span style=""color:blue""><u>COMMENTS</u></span></a>","Natural Resources Defense Council","Opening comments on the Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119054548""><span style=""color:blue""><u>COMMENTS</u></span></a>","Bidgely, Inc.","Comments on Proposed Decision regarding program administrator requests for 2015 Energy Efficiency Programs. "
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=116668741""><span style=""color:blue""><u>COMMENTS</u></span></a>","California Energy Efficiency Industry Council","Comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=119025646""><span style=""color:blue""><u>COMMENTS</u></span></a>","Marin Clean Energy","Comments on Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=112006571""><span style=""color:blue""><u>COMMENTS</u></span></a>","ORA/HOOK/CPUC","Opening comments on the (Phase I) Proposed Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets."
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=112121240""><span style=""color:blue""><u>COMMENTS</u></span></a>","The Utility Reform Network","Comments on the Phase I Proposed Decision of ALJ Edmister.  "
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=111693671""><span style=""color:blue""><u>COMMENTS</u></span></a>","National Association of Energy Service Companies","Comments on the Proposed Decision of ALJ Edmister in Phase I of the proceeding. "
"October 06, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=112006564""><span style=""color:blue""><u>COMMENTS</u></span></a>","Energy Producers & Users Coalition","Comments on the Proposed Decision in Phase I. "
"September 17, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=107148634""><span style=""color:blue""><u>MOTION</u></span></a>","Syzergy","MOTION REQUESTING PARTY STATUS"
"September 16, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=107150165""><span style=""color:blue""><u>PROPOSED DECISION</u></span></a>","ALJ/EDMISTER/CPUC","Decision establishing energy efficiency savings goals and approving 2015 energy efficiency programs and budgets (concludes Phase I of R.13-11-005). Opening comments, which shall not exceed 15 pages, are due no later than October 6, 2014. Reply comments, which shall not exceed 5 pages, are due 5 days after the last day for filing opening comments.  "
"July 18, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=98403353""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/EDMISTER/CPUC","Administrative Law Judge's Ruling granting motion for late-filed acceptance of ""Association of Bay Area Governments request for 2015 energy efficiency funding, submitted on behalf of the San Francisco Bay Area Regional Energy Network (CPUC #941)""."
"July 07, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=102185347""><span style=""color:blue""><u>MOTION</u></span></a>","HOME ENERGY ANALYTCS","For Party Status."
"July 01, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=97653898""><span style=""color:blue""><u>EXPARTE</u></span></a>","Natural Resources Defense Council","The Natural Resources Defense Council noticed a written ex parte communication with President Peevey, Commissioner Peterman, Commissioner Sandoval, Commissioner Florio, and Commissioner Picker as well as their respective advisors, Carol Brown, Audrey Lee, Scott Murtishaw, Brian Stevens, Julie Fitch, Melicia Charles, Jen Kalafut, Dietas Katague, Amy Baker, Sepideh Khosrowjah, Rachel Peterson, Nick Chaset, and Charlotte TerKeurst on July 1, 2014."
"June 25, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=96665650""><span style=""color:blue""><u>EXPARTE</u></span></a>","San Francisco Bay Area Regional Energy Network","The Association of Bay Area Governments (ABAG), on behalf of the San Francisco Bay Area Regional Energy Network (BayREN) noticed an oral and written exparte communication with Rachel Peterson, Advisor to Commissioner Florio on June 20, 2014."
"June 18, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=97653876""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","Marin Clean Energy noticed an oral and written ex parte communication with Rachel Peterson, Advisor to Commissioner Florio on June 13, 2014. "
"June 11, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=94270162""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","Marin Clean Energy noticed an oral ex parte communication with Brian Stevens, Advisor to Commissioner Peevey on June 9, 2014."
"May 20, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=91587518""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","On May 20, 2014 at approximately 9:30 AM via phone communication between MCE Director of Energy Efficiency, Beckie Menten; MCE Regulatory Counsel, Shalini Swaroop; and Rachel Peterson, Advisor to Commissioner Florio.  The communication was initiated by MCE and lasted approximately 10 minutes."
"May 20, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=91300573""><span style=""color:blue""><u>EXPARTE</u></span></a>","Marin Clean Energy","On May 19, 2014 at approximately 3:00 PM via phone communication between MCE Director of Energy Efficiency, Beckie Menten; MCE Regulatory Counsel, Shalini Swaroop; and Amy Baker, Advisor to Commissioner Sandoval.  The communication was initiated by MCE and lasted approximately 10 minutes.  
"
"May 16, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=91300621""><span style=""color:blue""><u>MOTION</u></span></a>","Southern California Regional Energy Network","Motion for Late Filing Of ""2014 SoCalREN ENERGY EFFICIENCY ANNUAL REPORT."""
"May 02, 2014","<a href=""http://docs.cpuc.ca.gov/SearchRes.aspx?DocFormat=ALL&DocID=90422838""><span style=""color:blue""><u>RULING</u></span></a>","ALJ/EDMISTER/CPUC","Administrative Law Judge's Ruling granting motion for late-filed acceptance of ""Southern California Regional Energy Network 2015 Energy Efficiency Program Portfolio Changes and Funding Request""."
